,California,Daily CA,7-day CA,Texas,Daily TX,7-day TX,Florida,Daily FL,7-day FL,New York,Daily NY,7-day NY,Pennsylvania,Daily PA,7-day PA
8/11/20,578946.0,4715.0,7465.859999999986,517700.0,8119.0,7381.140000000014,542792.0,5831.0,6494.570000000007,422003.0,667.0,630.5799999999581,125016.0,795.0,756.0
8/12/20,591376.0,12430.0,8681.430000000051,523977.0,6277.0,6711.149999999965,550901.0,8109.0,6880.290000000037,422703.0,700.0,639.710000000021,125918.0,902.0,781.7100000000064
8/13/20,597984.0,6608.0,8092.140000000014,530857.0,6880.0,6705.280000000028,557137.0,6236.0,6678.2799999999115,423440.0,737.0,644.570000000007,126905.0,987.0,808.2899999999936
8/14/20,613101.0,15117.0,9469.569999999949,539673.0,8816.0,6909.859999999986,563285.0,6148.0,6458.5800000000745,424167.0,727.0,646.429999999993,127732.0,827.0,814.8600000000006
8/15/20,617994.0,4893.0,9086.569999999949,546552.0,6879.0,6988.570000000007,569637.0,6352.0,6151.4199999999255,424901.0,734.0,650.859999999986,128531.0,799.0,838.0
8/16/20,623873.0,5879.0,9161.0,555394.0,8842.0,7438.0,573416.0,3779.0,5801.430000000051,425508.0,607.0,664.0,129070.0,539.0,822.5699999999924
8/17/20,629415.0,5542.0,7883.430000000051,561110.0,5716.0,7361.290000000037,576094.0,2678.0,5590.429999999935,425916.0,408.0,654.2800000000279,129647.0,577.0,775.140000000014
8/18/20,638140.0,8725.0,8456.290000000037,568812.0,7702.0,7301.709999999963,579932.0,3838.0,5305.7200000000885,426571.0,655.0,652.570000000007,130247.0,600.0,747.2899999999936
8/19/20,647274.0,9134.0,7985.4199999999255,574633.0,5821.0,7236.569999999949,584047.0,4115.0,4735.140000000014,427202.0,631.0,642.7199999999721,130905.0,658.0,712.429999999993
8/20/20,652267.0,4993.0,7754.7200000000885,579892.0,5259.0,7005.0,588602.0,4555.0,4495.0,427803.0,601.0,623.2800000000279,131692.0,787.0,683.8500000000058
8/21/20,658900.0,6633.0,6542.709999999963,585562.0,5670.0,6555.570000000065,593286.0,4684.0,4285.859999999986,428512.0,709.0,620.7199999999721,132417.0,725.0,669.2899999999936
8/22/20,664435.0,5535.0,6634.429999999935,589279.0,3717.0,6103.859999999986,597597.0,4311.0,3994.2799999999115,429165.0,653.0,609.140000000014,133160.0,743.0,661.2800000000134
8/23/20,669280.0,4845.0,6486.7200000000885,594035.0,4756.0,5520.140000000014,600571.0,2974.0,3879.2900000000373,429737.0,572.0,604.140000000014,133679.0,519.0,658.4300000000076
8/24/20,675561.0,6281.0,6592.2799999999115,598262.0,4227.0,5307.429999999935,602829.0,2258.0,3819.280000000028,430145.0,408.0,604.1499999999651,134204.0,525.0,651.0
8/25/20,681032.0,5471.0,6127.430000000051,604328.0,6066.0,5073.7200000000885,605502.0,2673.0,3652.859999999986,430774.0,629.0,600.429999999993,134760.0,556.0,644.7199999999721
8/26/20,687004.0,5972.0,5675.709999999963,610648.0,6320.0,5145.0,608722.0,3220.0,3525.0,431340.0,566.0,591.140000000014,135279.0,519.0,624.8500000000058
8/27/20,691821.0,4817.0,5650.5800000000745,614549.0,3901.0,4951.0,611991.0,3269.0,3341.2900000000373,432131.0,791.0,618.2800000000279,135912.0,633.0,602.8600000000151
8/28/20,697385.0,5564.0,5497.849999999977,619354.0,4805.0,4827.4199999999255,615806.0,3815.0,3217.140000000014,432767.0,636.0,607.859999999986,136781.0,869.0,623.429999999993
8/29/20,702038.0,4653.0,5371.859999999986,626751.0,7397.0,5353.150000000023,619003.0,3197.0,3058.0,433402.0,635.0,605.289999999979,137576.0,795.0,630.859999999986
8/30/20,705951.0,3913.0,5238.709999999963,629570.0,2819.0,5076.430000000051,621586.0,2583.0,3002.1399999998976,434100.0,698.0,623.2800000000279,138134.0,558.0,636.4300000000221
8/31/20,712475.0,6524.0,5273.430000000051,632739.0,3169.0,4925.2799999999115,623471.0,1885.0,2948.8600000001024,434756.0,656.0,658.7199999999721,138795.0,661.0,655.8500000000058
9/1/20,715617.0,3142.0,4940.719999999972,637721.0,4982.0,4770.430000000051,631040.0,7569.0,3648.2799999999115,435510.0,754.0,676.570000000007,139548.0,753.0,684.0
9/2/20,721281.0,5664.0,4896.709999999963,641855.0,4134.0,4458.140000000014,633442.0,2402.0,3531.430000000051,436218.0,708.0,696.859999999986,140532.0,984.0,750.429999999993
9/3/20,726018.0,4737.0,4885.290000000037,645422.0,3567.0,4410.429999999935,637013.0,3571.0,3574.569999999949,437107.0,889.0,710.8500000000349,141570.0,1038.0,808.289999999979
9/4/20,730662.0,4644.0,4753.849999999977,651350.0,5928.0,4570.860000000102,640211.0,3198.0,3486.430000000051,437971.0,864.0,743.429999999993,142495.0,925.0,816.2800000000279
9/5/20,735314.0,4652.0,4753.7200000000885,655815.0,4465.0,4152.0,643867.0,3656.0,3552.0,438772.0,801.0,767.140000000014,143280.0,785.0,814.859999999986
9/6/20,738856.0,3542.0,4700.709999999963,658202.0,2387.0,4090.2799999999115,646431.0,2564.0,3549.2900000000373,439501.0,729.0,771.5799999999581,143824.0,544.0,812.859999999986
9/7/20,740965.0,2109.0,4070.0,659041.0,839.0,3757.430000000051,648269.0,1838.0,3542.569999999949,440021.0,520.0,752.140000000014,144540.0,716.0,820.710000000021
9/8/20,744344.0,3379.0,4103.859999999986,662427.0,3386.0,3529.429999999935,650092.0,1823.0,2721.7099999999627,440578.0,557.0,724.0,145156.0,616.0,801.1399999999849
9/9/20,747290.0,2946.0,3715.569999999949,667500.0,5073.0,3663.570000000065,652259.0,2167.0,2688.1500000000233,441154.0,576.0,705.140000000014,146029.0,873.0,785.2900000000081
9/10/20,750961.0,3671.0,3563.2900000000373,669141.0,1641.0,3388.429999999935,654731.0,2472.0,2531.140000000014,441911.0,757.0,686.289999999979,146696.0,667.0,732.2900000000081
9/11/20,754905.0,3944.0,3463.280000000028,674943.0,5802.0,3370.430000000051,658381.0,3650.0,2595.7099999999627,442791.0,880.0,688.570000000007,147703.0,1007.0,744.0
9/12/20,758933.0,4028.0,3374.1500000000233,677625.0,2682.0,3115.7099999999627,661571.0,3190.0,2529.1500000000233,443640.0,849.0,695.429999999993,148635.0,932.0,765.0
9/13/20,761728.0,2795.0,3267.4199999999255,681885.0,4260.0,3383.2900000000373,663994.0,2423.0,2509.0,444365.0,725.0,694.8500000000349,149184.0,549.0,765.7099999999919
9/14/20,765134.0,3406.0,3452.7200000000885,685748.0,3863.0,3815.2900000000373,665730.0,1736.0,2494.430000000051,444948.0,583.0,703.859999999986,150000.0,816.0,780.0
9/15/20,768204.0,3070.0,3408.569999999949,692753.0,7005.0,4332.2799999999115,668846.0,3116.0,2679.140000000014,445714.0,766.0,733.7199999999721,151044.0,1044.0,841.140000000014
9/16/20,771321.0,3117.0,3433.0,696807.0,4054.0,4186.7200000000885,671201.0,2355.0,2706.0,446366.0,652.0,744.570000000007,151850.0,806.0,831.5699999999779
9/17/20,775037.0,3716.0,3439.430000000051,701350.0,4543.0,4601.2799999999115,674456.0,3255.0,2817.859999999986,447262.0,896.0,764.429999999993,152775.0,925.0,868.4300000000221
9/18/20,779491.0,4454.0,3512.2799999999115,704563.0,3213.0,4231.430000000051,677660.0,3204.0,2754.140000000014,448052.0,790.0,751.570000000007,153522.0,747.0,831.289999999979
9/19/20,783313.0,3822.0,3482.859999999986,707940.0,3377.0,4330.709999999963,681233.0,3573.0,2808.859999999986,449038.0,986.0,771.140000000014,154236.0,714.0,800.140000000014
9/20/20,786168.0,2855.0,3491.430000000051,713007.0,5067.0,4446.0,683754.0,2521.0,2822.8499999999767,449900.0,862.0,790.710000000021,154867.0,631.0,811.859999999986
9/21/20,790096.0,3928.0,3566.0,734778.0,21771.0,7004.290000000037,685439.0,1685.0,2815.569999999949,450473.0,573.0,789.289999999979,155693.0,826.0,813.2799999999988
9/22/20,793065.0,2969.0,3551.569999999949,741363.0,6585.0,6944.290000000037,687909.0,2470.0,2723.2900000000373,451227.0,754.0,787.570000000007,156477.0,784.0,776.1499999999942
9/23/20,796436.0,3371.0,3587.8600000001024,742913.0,1550.0,6586.569999999949,690499.0,2590.0,2756.859999999986,451892.0,665.0,789.429999999993,157336.0,859.0,783.710000000021
9/24/20,799516.0,3080.0,3497.0,747366.0,4453.0,6573.709999999963,693040.0,2541.0,2654.8499999999767,452847.0,955.0,797.859999999986,158181.0,845.0,772.289999999979
9/25/20,803660.0,4144.0,3452.7099999999627,751068.0,3702.0,6643.570000000065,695887.0,2847.0,2603.859999999986,453755.0,908.0,814.710000000021,159014.0,833.0,784.570000000007
9/26/20,807451.0,3791.0,3448.2900000000373,754311.0,3243.0,6624.429999999935,698682.0,2795.0,2492.7200000000885,454760.0,1005.0,817.429999999993,159933.0,919.0,813.8600000000151
9/27/20,809890.0,2439.0,3388.859999999986,758756.0,4445.0,6535.570000000065,700564.0,1882.0,2401.4199999999255,455626.0,866.0,818.0,160744.0,811.0,839.5699999999779
9/28/20,812711.0,2821.0,3230.7099999999627,761198.0,2442.0,3774.2900000000373,701302.0,738.0,2266.1500000000233,456460.0,834.0,855.289999999979,161594.0,850.0,843.0
9/29/20,815654.0,2943.0,3227.0,767264.0,6066.0,3700.1399999998976,704568.0,3266.0,2379.8499999999767,457649.0,1189.0,917.4200000000419,163180.0,1586.0,957.570000000007
9/30/20,819115.0,3461.0,3239.859999999986,773019.0,5755.0,4300.860000000102,706516.0,1948.0,2288.1500000000233,458649.0,1000.0,965.289999999979,164099.0,919.0,966.140000000014
10/1/20,822205.0,3090.0,3241.280000000028,776736.0,3717.0,4195.709999999963,709144.0,2628.0,2300.570000000065,460031.0,1382.0,1026.289999999979,165044.0,945.0,980.429999999993
10/2/20,826013.0,3808.0,3193.2900000000373,782306.0,5570.0,4462.569999999949,711804.0,2660.0,2273.859999999986,461629.0,1598.0,1124.850000000035,166238.0,1194.0,1032.0
10/3/20,829521.0,3508.0,3152.859999999986,787425.0,5119.0,4730.5800000000745,714591.0,2787.0,2272.7099999999627,463360.0,1731.0,1228.570000000007,166238.0,0.0,900.7099999999919
10/4/20,832713.0,3192.0,3260.4199999999255,790194.0,2769.0,4491.140000000014,716459.0,1868.0,2270.7099999999627,464582.0,1222.0,1279.429999999993,168126.0,1888.0,1054.5800000000163
10/5/20,835507.0,2794.0,3256.5800000000745,794319.0,4125.0,4731.569999999949,717874.0,1415.0,2367.430000000051,465515.0,933.0,1293.570000000007,169101.0,975.0,1072.4199999999837
10/6/20,838202.0,2695.0,3221.140000000014,798569.0,4250.0,4472.140000000014,720125.0,2251.0,2222.429999999935,466908.0,1393.0,1322.719999999972,170224.0,1123.0,1006.2900000000081
10/7/20,841928.0,3726.0,3259.0,803690.0,5121.0,4381.569999999949,722707.0,2582.0,2313.0,468268.0,1360.0,1374.140000000014,171527.0,1303.0,1061.140000000014
10/8/20,845270.0,3342.0,3295.0,807754.0,4064.0,4431.150000000023,726013.0,3306.0,2409.8600000001024,470104.0,1836.0,1439.0,172948.0,1421.0,1129.1499999999942
10/9/20,849076.0,3806.0,3294.7099999999627,812191.0,4437.0,4269.280000000028,728921.0,2908.0,2445.2799999999115,471696.0,1592.0,1438.140000000014,174329.0,1381.0,1155.8500000000058
10/10/20,852410.0,3334.0,3269.859999999986,815915.0,3724.0,4070.0,728921.0,0.0,2047.1500000000233,473143.0,1447.0,1397.579999999958,175797.0,1468.0,1365.5699999999779
10/11/20,855190.0,2780.0,3211.0,818426.0,2511.0,4033.1500000000233,734491.0,5570.0,2576.0,474286.0,1143.0,1386.280000000028,176781.0,984.0,1236.4300000000221
10/12/20,857913.0,2723.0,3200.859999999986,821110.0,2684.0,3827.2799999999115,736024.0,1533.0,2592.8499999999767,475315.0,1029.0,1400.0,177819.0,1038.0,1245.429999999993
10/13/20,861310.0,3397.0,3301.140000000014,826816.0,5706.0,4035.2900000000373,738749.0,2725.0,2660.5800000000745,476708.0,1393.0,1400.0,179651.0,1832.0,1346.7200000000012
10/14/20,865204.0,3894.0,3325.140000000014,832736.0,5920.0,4149.430000000051,741632.0,2883.0,2703.569999999949,477940.0,1232.0,1381.719999999972,180935.0,1284.0,1344.0
10/15/20,868148.0,2944.0,3268.2900000000373,837566.0,4830.0,4258.849999999977,744988.0,3356.0,2710.7099999999627,479400.0,1460.0,1328.0,182486.0,1551.0,1362.5699999999779
10/16/20,871253.0,3105.0,3168.1399999998976,843487.0,5921.0,4470.859999999986,748437.0,3449.0,2788.0,481107.0,1707.0,1344.420000000042,184165.0,1679.0,1405.140000000014
10/17/20,873614.0,2361.0,3029.140000000014,848442.0,4955.0,4646.709999999963,752481.0,4044.0,3365.7200000000885,482891.0,1784.0,1392.579999999958,185668.0,1503.0,1410.140000000014
10/18/20,875692.0,2078.0,2928.859999999986,854006.0,5564.0,5082.859999999986,755020.0,2539.0,2932.7099999999627,484281.0,1390.0,1427.850000000035,186754.0,1086.0,1424.719999999972
10/19/20,879645.0,3953.0,3104.570000000065,856948.0,2942.0,5119.7200000000885,756727.0,1707.0,2957.569999999949,485279.0,998.0,1423.429999999993,188381.0,1627.0,1508.8500000000058
10/20/20,883746.0,4101.0,3205.1500000000233,862277.0,5329.0,5065.849999999977,760389.0,3662.0,3091.430000000051,486480.0,1201.0,1396.0,189970.0,1589.0,1474.1499999999942
10/21/20,886939.0,3193.0,3105.0,868981.0,6704.0,5177.859999999986,762533.0,2144.0,2985.859999999986,488506.0,2026.0,1509.429999999993,191333.0,1363.0,1485.4300000000221
10/22/20,893364.0,6425.0,3602.2799999999115,871453.0,2472.0,4841.0,768091.0,5558.0,3300.430000000051,490134.0,1628.0,1533.429999999993,193401.0,2068.0,1559.2799999999988
10/23/20,898799.0,5435.0,3935.140000000014,878567.0,7114.0,5011.430000000051,771780.0,3689.0,3334.7099999999627,491771.0,1637.0,1523.429999999993,195655.0,2254.0,1641.429999999993
10/24/20,903684.0,4885.0,4295.7200000000885,888362.0,9795.0,5702.859999999986,776251.0,4471.0,3395.7099999999627,493832.0,2061.0,1563.0,197370.0,1715.0,1671.7099999999919
10/25/20,906596.0,2912.0,4414.859999999986,892006.0,3644.0,5428.569999999949,778636.0,2385.0,3373.7200000000885,495464.0,1632.0,1597.570000000007,198713.0,1343.0,1708.4300000000221
10/26/20,910438.0,3842.0,4399.0,898302.0,6296.0,5907.709999999963,782013.0,3377.0,3612.2799999999115,496655.0,1191.0,1625.140000000014,201248.0,2535.0,1838.1499999999942
10/27/20,914888.0,4450.0,4448.849999999977,904769.0,6467.0,6070.290000000037,786311.0,4298.0,3703.1500000000233,498646.0,1991.0,1738.0,203520.0,2272.0,1935.7099999999919
10/28/20,919276.0,4388.0,4619.569999999949,911835.0,7066.0,6122.0,790426.0,4115.0,3984.7099999999627,500677.0,2031.0,1738.719999999972,205852.0,2332.0,2074.140000000014
10/29/20,923648.0,4372.0,4326.290000000037,918721.0,6886.0,6752.570000000065,794624.0,4198.0,3790.430000000051,503176.0,2499.0,1863.140000000014,208087.0,2235.0,2098.0
10/30/20,928028.0,4380.0,4175.569999999949,924447.0,5726.0,6554.2799999999115,800216.0,5592.0,4062.2900000000373,505431.0,2255.0,1951.429999999993,210586.0,2499.0,2133.0
10/31/20,932143.0,4115.0,4065.570000000065,932261.0,7814.0,6271.290000000037,802547.0,2331.0,3756.569999999949,507543.0,2112.0,1958.710000000021,212791.0,2205.0,2203.0
11/1/20,935878.0,3735.0,4183.150000000023,936816.0,4555.0,6401.430000000051,807412.0,4865.0,4110.849999999977,509735.0,2192.0,2038.719999999972,214416.0,1625.0,2243.289999999979
11/2/20,940411.0,4533.0,4281.849999999977,942303.0,5487.0,6285.859999999986,812063.0,4651.0,4292.859999999986,511368.0,1633.0,2101.850000000035,217243.0,2827.0,2285.0
11/3/20,945401.0,4990.0,4359.0,950302.0,7999.0,6504.709999999963,816700.0,4637.0,4341.290000000037,513689.0,2321.0,2149.0,220074.0,2831.0,2364.860000000015
11/4/20,950920.0,5519.0,4520.569999999949,959811.0,9509.0,6853.709999999963,821123.0,4423.0,4385.280000000028,515815.0,2126.0,2162.570000000007,222883.0,2809.0,2433.0
11/5/20,956854.0,5934.0,4743.7200000000885,969490.0,9679.0,7252.7200000000885,827380.0,6257.0,4679.429999999935,518812.0,2997.0,2233.719999999972,225698.0,2815.0,2515.850000000006
11/6/20,963211.0,6357.0,5026.139999999898,977222.0,7732.0,7539.2799999999115,832625.0,5245.0,4629.860000000102,522021.0,3209.0,2370.0,229346.0,3648.0,2680.0
11/7/20,969362.0,6151.0,5317.0,985061.0,7839.0,7542.859999999986,837077.0,4452.0,4932.859999999986,525608.0,3587.0,2580.710000000021,232493.0,3147.0,2814.569999999978
11/8/20,972713.0,3351.0,5262.140000000014,990930.0,5869.0,7730.570000000065,843897.0,6820.0,5212.140000000014,529036.0,3428.0,2757.289999999979,235014.0,2521.0,2942.5800000000163
11/9/20,981297.0,8584.0,5840.859999999986,998027.0,7097.0,7960.569999999949,847821.0,3924.0,5108.2799999999115,532180.0,3144.0,2973.140000000014,239724.0,4710.0,3211.569999999978
11/10/20,989432.0,8135.0,6290.140000000014,1010364.0,12337.0,8580.290000000037,852174.0,4353.0,5067.7200000000885,536145.0,3965.0,3207.999999999942,244046.0,4322.0,3424.570000000007
11/11/20,995575.0,6143.0,6379.290000000037,1022336.0,11972.0,8932.140000000014,858012.0,5838.0,5269.859999999986,540965.0,4820.0,3592.8600000001024,248015.0,3969.0,3590.279999999999
11/12/20,1004116.0,8541.0,6751.709999999963,1031363.0,9027.0,8839.0,863619.0,5607.0,5177.0,545762.0,4797.0,3850.0,254155.0,6140.0,4065.290000000008
11/13/20,1013566.0,9450.0,7193.5800000000745,1043116.0,11753.0,9413.429999999935,870552.0,6933.0,5418.140000000014,551163.0,5401.0,4163.139999999898,259988.0,5833.0,4377.429999999993
11/14/20,1023067.0,9501.0,7672.140000000014,1052229.0,9113.0,9595.430000000051,875096.0,4544.0,5431.2799999999115,556551.0,5388.0,4420.430000000051,264222.0,4234.0,4532.710000000021
11/15/20,1032095.0,9028.0,8483.139999999898,1059753.0,7524.0,9831.859999999986,885201.0,10105.0,5900.5800000000745,560200.0,3649.0,4452.0,268696.0,4474.0,4811.719999999972
